id,anio,tipo_actor,inseguro,victima,vio_ffaa,vio_policia,vio_cacmq,cc_peleas,cc_situacion_calle,cc_alcohol,cc_drogas,cc_danio_propiedad,cc_fauna_urbana,cc_basura,cc_ruido,cc_aglomeracion,ferias,hombre
CHQ25_1385,2025,locales,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0
CHQ25_1386,2025,locales,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1387,2025,locales,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0
CHQ25_1388,2025,locales,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1
CHQ25_1389,2025,locales,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
CHQ25_1390,2025,locales,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
CHQ25_1391,2025,locales,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1
CHQ25_1392,2025,locales,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
CHQ25_1393,2025,locales,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0
CHQ25_1394,2025,locales,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1
CHQ25_1395,2025,locales,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0
CHQ25_1396,2025,locales,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1
CHQ25_1397,2025,locales,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1398,2025,locales,1,1,0,0,1,1,1,1,1,,1,1,1,1,0,1
CHQ25_1399,2025,locales,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0
CHQ25_1400,2025,locales,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
CHQ25_1401,2025,locales,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
CHQ25_1402,2025,locales,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0
CHQ25_1403,2025,locales,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
CHQ25_1404,2025,locales,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1
CHQ25_1405,2025,locales,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
CHQ25_1406,2025,locales,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0
CHQ25_1407,2025,locales,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0
CHQ25_1408,2025,locales,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1
CHQ25_1409,2025,locales,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0
CHQ25_1410,2025,locales,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1
CHQ25_1411,2025,locales,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
CHQ25_1412,2025,locales,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
CHQ25_1413,2025,locales,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1
CHQ25_1414,2025,locales,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
CHQ25_1415,2025,locales,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0
CHQ25_1416,2025,locales,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
CHQ25_1417,2025,locales,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
CHQ25_1418,2025,locales,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
CHQ25_1419,2025,locales,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0
CHQ25_1420,2025,locales,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
CHQ25_1421,2025,locales,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
CHQ25_1422,2025,locales,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
CHQ25_1423,2025,locales,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0
CHQ25_1424,2025,locales,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
CHQ25_1425,2025,locales,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0
CHQ25_1426,2025,locales,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1427,2025,locales,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1
CHQ25_1428,2025,locales,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1
CHQ25_1429,2025,locales,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1
CHQ25_1430,2025,locales,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0
CHQ25_1431,2025,locales,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
CHQ25_1432,2025,locales,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
CHQ25_1433,2025,locales,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0
CHQ25_1434,2025,locales,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0
CHQ25_1435,2025,locales,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
CHQ25_1436,2025,locales,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
CHQ25_1437,2025,locales,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0
CHQ25_1438,2025,locales,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
CHQ25_1439,2025,locales,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
CHQ25_1440,2025,locales,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0
CHQ25_1441,2025,locales,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
CHQ25_1442,2025,locales,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
CHQ25_1443,2025,locales,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
CHQ25_1444,2025,locales,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHQ25_1445,2025,locales,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0
CHQ25_1446,2025,locales,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0
CHQ25_1447,2025,locales,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0
CHQ25_1448,2025,locales,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
CHQ25_1449,2025,locales,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
CHQ25_1450,2025,locales,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0
CHQ25_1451,2025,locales,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
CHQ25_1452,2025,locales,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0
CHQ25_1453,2025,locales,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1
CHQ25_1454,2025,locales,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
CHQ25_1455,2025,locales,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1
CHQ25_1456,2025,locales,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
CHQ25_1457,2025,locales,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
CHQ25_1458,2025,locales,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
CHQ25_1459,2025,locales,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
CHQ25_1460,2025,locales,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
CHQ25_1461,2025,locales,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
CHQ25_1462,2025,locales,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1
CHQ25_1463,2025,locales,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
CHQ25_1464,2025,locales,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1
CHQ25_1465,2025,locales,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
CHQ25_1466,2025,locales,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0
CHQ25_1467,2025,locales,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0
CHQ25_1468,2025,locales,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
CHQ25_1469,2025,locales,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
CHQ25_1470,2025,locales,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0
CHQ25_1471,2025,locales,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
CHQ25_1472,2025,locales,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
CHQ25_1473,2025,locales,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1
CHQ25_1474,2025,locales,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1
CHQ25_1475,2025,locales,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
CHQ25_1476,2025,locales,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
CHQ25_1477,2025,locales,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
CHQ25_1478,2025,locales,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
CHQ25_1479,2025,locales,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1
CHQ25_1480,2025,locales,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
CHQ25_1481,2025,locales,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
CHQ25_1482,2025,locales,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
CHQ25_1483,2025,locales,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
CHQ25_1484,2025,locales,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0
CHQ25_1485,2025,locales,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
CHQ25_1486,2025,locales,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
CHQ25_1487,2025,locales,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
CHQ25_1488,2025,locales,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0
CHQ25_1489,2025,locales,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1490,2025,locales,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0
CHQ25_1491,2025,locales,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
CHQ25_1492,2025,locales,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0
CHQ25_1493,2025,locales,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1
CHQ25_1494,2025,locales,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
CHQ25_1495,2025,locales,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1
CHQ25_1496,2025,locales,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0
CHQ25_1497,2025,locales,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1
CHQ25_1498,2025,locales,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1
CHQ25_1499,2025,locales,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1
CHQ25_1500,2025,locales,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0
CHQ25_1501,2025,locales,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
CHQ25_1502,2025,locales,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
CHQ25_1503,2025,locales,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
CHQ25_1504,2025,locales,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
CHQ25_1505,2025,locales,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0
CHQ25_1506,2025,locales,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
CHQ25_1507,2025,locales,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0
CHQ25_1508,2025,locales,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
CHQ25_1509,2025,locales,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0
CHQ25_1510,2025,locales,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
CHQ25_1511,2025,locales,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
CHQ25_1512,2025,locales,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0
CHQ25_1513,2025,locales,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
CHQ25_1514,2025,locales,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
CHQ25_1515,2025,autonomo,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1
CHQ25_1516,2025,autonomo,0,0,0,1,1,0,1,1,,,1,1,1,1,0,0
CHQ25_1517,2025,autonomo,1,1,1,1,1,1,1,1,,1,1,1,1,1,0,1
CHQ25_1518,2025,autonomo,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1
CHQ25_1519,2025,autonomo,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1520,2025,autonomo,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
CHQ25_1521,2025,autonomo,0,0,0,1,1,1,1,1,,0,1,1,1,1,1,0
CHQ25_1522,2025,autonomo,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0
CHQ25_1523,2025,autonomo,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1524,2025,autonomo,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0
CHQ25_1525,2025,autonomo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CHQ25_1526,2025,autonomo,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
CHQ25_1527,2025,autonomo,0,1,0,1,1,0,1,1,,,,0,1,0,1,0
CHQ25_1528,2025,autonomo,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
CHQ25_1529,2025,autonomo,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
CHQ25_1530,2025,autonomo,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
CHQ25_1531,2025,autonomo,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
CHQ25_1532,2025,autonomo,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1
CHQ25_1533,2025,autonomo,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CHQ25_1534,2025,autonomo,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1
CHQ25_1535,2025,autonomo,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0
CHQ25_1536,2025,autonomo,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
CHQ25_1537,2025,autonomo,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0
CHQ25_1538,2025,autonomo,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
CHQ25_1539,2025,autonomo,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1
CHQ25_1540,2025,autonomo,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
CHQ25_1541,2025,autonomo,0,0,1,1,1,0,1,0,,0,0,0,0,0,0,1
CHQ25_1542,2025,autonomo,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
CHQ25_1543,2025,autonomo,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
CHQ25_1544,2025,autonomo,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
CHQ25_1545,2025,autonomo,0,0,0,1,1,1,1,1,1,,1,1,1,0,0,1
CHQ25_1546,2025,autonomo,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
CHQ25_1547,2025,autonomo,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1548,2025,autonomo,1,1,1,1,1,0,1,0,,,1,1,1,1,0,1
CHQ25_1549,2025,autonomo,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0
CHQ25_1550,2025,autonomo,1,0,0,1,1,1,1,1,1,,1,1,1,1,0,0
CHQ25_1551,2025,autonomo,1,0,1,1,1,1,1,1,1,,,1,0,0,1,1
CHQ25_1552,2025,autonomo,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0
CHQ25_1553,2025,autonomo,1,0,0,0,1,1,1,0,,,0,1,1,1,1,0
CHQ25_1554,2025,autonomo,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0
CHQ25_1555,2025,autonomo,1,1,1,1,1,1,1,1,1,,0,0,1,1,0,0
CHQ25_1556,2025,autonomo,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
CHQ25_1557,2025,autonomo,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
CHQ25_1558,2025,autonomo,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
CHQ25_1559,2025,autonomo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1560,2025,autonomo,0,0,1,1,1,1,1,0,,,0,0,0,1,0,1
CHQ25_1561,2025,autonomo,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0
CHQ25_1562,2025,autonomo,1,0,1,1,1,1,1,1,1,,0,0,0,0,0,0
CHQ25_1563,2025,autonomo,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0
CHQ25_1564,2025,autonomo,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
CHQ25_1565,2025,autonomo,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0
CHQ25_1566,2025,autonomo,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0
CHQ25_1567,2025,autonomo,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
CHQ25_1568,2025,autonomo,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CHQ25_1569,2025,autonomo,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
CHQ25_1570,2025,autonomo,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
CHQ25_1571,2025,autonomo,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
CHQ25_1572,2025,autonomo,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
CHQ25_1573,2025,autonomo,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
CHQ25_1574,2025,autonomo,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
CHQ25_1575,2025,autonomo,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
CHQ25_1576,2025,autonomo,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0
CHQ25_1577,2025,autonomo,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0
CHQ25_1578,2025,autonomo,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0
CHQ25_1579,2025,autonomo,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0
CHQ25_1580,2025,autonomo,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0
CHQ25_1581,2025,autonomo,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
CHQ25_1582,2025,autonomo,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
CHQ25_1583,2025,autonomo,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1
CHQ25_1584,2025,autonomo,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0
CHQ25_1585,2025,autonomo,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
CHQ25_1586,2025,autonomo,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
CHQ25_1587,2025,autonomo,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0
CHQ25_1588,2025,autonomo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
CHQ25_1589,2025,autonomo,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1
CHQ25_1590,2025,autonomo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
CHQ25_1591,2025,autonomo,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1
CHQ25_1592,2025,autonomo,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0
CHQ25_1593,2025,autonomo,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
CHQ26_1594,2026,flotante,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
CHQ26_1595,2026,flotante,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0
CHQ26_1596,2026,flotante,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
CHQ26_1597,2026,flotante,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0
CHQ26_1598,2026,flotante,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0
CHQ26_1599,2026,flotante,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
CHQ26_1600,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
CHQ26_1601,2026,flotante,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0
CHQ26_1602,2026,flotante,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
CHQ26_1603,2026,flotante,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
CHQ26_1604,2026,flotante,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1
CHQ26_1605,2026,flotante,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0
CHQ26_1606,2026,flotante,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
CHQ26_1607,2026,flotante,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
CHQ26_1608,2026,flotante,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ26_1609,2026,flotante,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
CHQ26_1610,2026,flotante,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
CHQ26_1611,2026,flotante,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0
CHQ26_1612,2026,flotante,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0
CHQ26_1613,2026,flotante,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0
CHQ26_1614,2026,flotante,1,0,0,0,1,0,1,1,,1,0,0,0,1,0,0
CHQ26_1615,2026,flotante,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
CHQ26_1616,2026,flotante,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
CHQ26_1617,2026,flotante,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0
CHQ26_1618,2026,flotante,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0
CHQ26_1619,2026,flotante,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1
CHQ26_1620,2026,flotante,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
CHQ26_1621,2026,flotante,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0
CHQ26_1622,2026,flotante,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
CHQ26_1623,2026,flotante,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1
CHQ26_1624,2026,flotante,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1
CHQ26_1625,2026,flotante,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
CHQ26_1626,2026,flotante,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1
CHQ26_1627,2026,flotante,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1
CHQ26_1628,2026,flotante,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0
CHQ26_1629,2026,flotante,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CHQ26_1630,2026,flotante,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
CHQ26_1631,2026,flotante,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
CHQ26_1632,2026,flotante,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0
CHQ26_1633,2026,flotante,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
CHQ26_1634,2026,flotante,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
CHQ26_1635,2026,flotante,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
CHQ26_1636,2026,flotante,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1
CHQ26_1637,2026,flotante,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0
CHQ26_1638,2026,flotante,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
CHQ26_1639,2026,flotante,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
CHQ26_1640,2026,flotante,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
CHQ26_1641,2026,flotante,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
CHQ26_1642,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1
CHQ26_1643,2026,flotante,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
CHQ26_1644,2026,flotante,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ26_1645,2026,flotante,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
CHQ26_1646,2026,flotante,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
CHQ26_1647,2026,flotante,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
CHQ26_1648,2026,flotante,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
CHQ26_1649,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
CHQ26_1650,2026,flotante,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
CHQ26_1651,2026,flotante,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ26_1652,2026,flotante,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0
CHQ26_1653,2026,flotante,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ26_1654,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
CHQ26_1655,2026,flotante,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
CHQ26_1656,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ26_1657,2026,flotante,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
CHQ26_1658,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ26_1659,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ26_1660,2026,flotante,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0
CHQ26_1661,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
CHQ26_1662,2026,flotante,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ26_1663,2026,flotante,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
CHQ26_1664,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
CHQ26_1665,2026,flotante,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ26_1666,2026,flotante,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
CHQ26_1667,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ26_1668,2026,flotante,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1
CHQ26_1669,2026,flotante,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
CHQ26_1670,2026,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
CHQ26_1671,2026,flotante,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1
CHQ26_1672,2026,flotante,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ26_1673,2026,flotante,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ26_1674,2026,flotante,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0
